-0.01,0,-50,-50,-0.08,-0.08,-0.01,-0.01
,,,,,,,
0,0,-45,-39,-0.01,-0.02,-0.01,-0.01
,,,,,,,
-0.01,0,-53,-47,-0.02,-0.04,-0.01,-0.01
,,,,,,,
0,0,-39,-27,-0.06,-0.08,-0.02,-0.02
,,,,,,,
0.02,0,-14,-14,0,0,-0.02,-0.03
,,,,,,,
0.05,0,94,89,0.07,0.08,-0.02,-0.02
,,,,,,,
0.04,0.01,104,98,0.14,0.15,0,-0.01
,,,,,,,
0.04,0.01,116,116,0.2,0.2,0.02,0.01
,,,,,,,
0.02,0.01,124,118,0.23,0.25,0.04,0.04
,,,,,,,
0.02,0.02,150,138,0.23,0.26,0.07,0.07
,,,,,,,
0.01,0.02,137,125,0.27,0.29,0.1,0.1
,,,,,,,
0,0.02,150,144,0.28,0.29,0.13,0.13
,,,,,,,
-0.01,0.02,143,126,0.25,0.28,0.16,0.16
,,,,,,,
-0.02,0.02,141,123,0.25,0.28,0.19,0.19
,,,,,,,
-0.03,0.01,120,109,0.22,0.25,0.21,0.22
,,,,,,,
-0.03,0.01,112,101,0.2,0.22,0.24,0.25
,,,,,,,
-0.04,0,97,85,0.18,0.2,0.26,0.27
,,,,,,,
-0.05,-0.01,76,70,0.14,0.15,0.28,0.29
,,,,,,,
-0.05,-0.01,57,51,0.11,0.12,0.29,0.31
,,,,,,,
-0.05,-0.02,52,28,0.04,0.08,0.3,0.32
,,,,,,,
-0.05,-0.03,34,28,0.01,0.02,0.3,0.33
,,,,,,,
-0.05,-0.03,24,12,0,0.02,0.3,0.33
,,,,,,,
-0.04,-0.04,28,28,0,0,0.3,0.33
,,,,,,,
-0.03,-0.04,51,51,0,0,0.3,0.33
,,,,,,,
-0.04,-0.04,33,21,0.04,0.06,0.3,0.33
,,,,,,,
-0.03,-0.05,47,35,0.01,0.04,0.31,0.34
,,,,,,,
-0.03,-0.05,40,34,0.01,0.02,0.31,0.34
,,,,,,,
-0.03,-0.05,49,31,0.01,0.05,0.31,0.34
,,,,,,,
-0.03,-0.06,37,31,0.02,0.04,0.31,0.35
,,,,,,,
-0.03,-0.06,51,39,0.02,0.05,0.31,0.35
,,,,,,,
-0.03,-0.06,43,37,0.02,0.04,0.32,0.36
,,,,,,,
-0.03,-0.07,50,38,0.02,0.05,0.32,0.36
,,,,,,,
-0.03,-0.07,41,36,0.04,0.05,0.32,0.37
,,,,,,,
-0.04,0,39,33,0.02,0.04,0.33,0.37
,,,,,,,
-0.04,-0.01,34,29,0.01,0.02,0.33,0.38
,,,,,,,
-0.04,-0.01,45,33,0,0.02,0.33,0.38
,,,,,,,
-0.03,-0.01,48,37,0,0.02,0.33,0.38
,,,,,,,
-0.04,-0.02,41,36,0.02,0.04,0.33,0.39
,,,,,,,
-0.03,-0.02,44,33,0.02,0.05,0.33,0.39
,,,,,,,
-0.03,-0.03,42,42,0.04,0.04,0.34,0.4
,,,,,,,
-0.04,-0.03,38,32,0.05,0.06,0.34,0.41
,,,,,,,
-0.04,-0.03,47,35,0.04,0.06,0.34,0.41
,,,,,,,
-0.04,-0.04,34,40,0.06,0.05,0.35,0.42
,,,,,,,
-0.04,-0.04,37,32,0.04,0.05,0.35,0.42
,,,,,,,
-0.04,-0.05,41,29,0.02,0.05,0.36,0.43
,,,,,,,
-0.04,-0.05,29,29,0.02,0.02,0.36,0.43
,,,,,,,
-0.04,-0.05,33,21,0,0.02,0.36,0.43
,,,,,,,
-0.04,-0.06,32,20,0,0.02,0.36,0.44
,,,,,,,
-0.04,-0.06,26,26,0,0,0.36,0.44
,,,,,,,
-0.04,-0.07,24,18,0,0.01,0.36,0.44
,,,,,,,
-0.04,-0.07,23,23,0,0,0.36,0.44
,,,,,,,
-0.04,-0.08,18,18,0,0,0.36,0.44
,,,,,,,
-0.05,-0.08,6,6,0,0,0.36,0.44
,,,,,,,
-0.05,-0.09,-20,-20,0,0,0.36,0.44
,,,,,,,
-0.06,-0.09,-61,-55,0,-0.01,0.36,0.44
,,,,,,,
-0.05,-0.1,-28,-28,-0.04,-0.04,0.36,0.44
,,,,,,,
-0.05,-0.1,-37,-43,-0.04,-0.02,0.36,0.43
,,,,,,,
-0.04,-0.11,-36,-36,-0.01,-0.01,0.35,0.43
,,,,,,,
-0.04,-0.11,-26,-32,-0.01,0,0.35,0.43
,,,,,,,
-0.04,-0.12,-33,-33,0,0,0.35,0.43
,,,,,,,
-0.04,-0.12,-37,-37,0,0,0.35,0.43
,,,,,,,
-0.04,-0.12,-23,-23,-0.01,-0.01,0.35,0.43
,,,,,,,
-0.04,-0.13,-24,-24,0,0,0.35,0.43
,,,,,,,
-0.04,-0.13,-18,-18,0,0,0.35,0.43
,,,,,,,
-0.03,-0.14,-3,-3,0,0,0.35,0.43
,,,,,,,
-0.03,-0.14,25,25,0,0,0.35,0.43
,,,,,,,
-0.03,-0.14,44,32,0.01,0.04,0.35,0.43
,,,,,,,
-0.03,-0.14,39,27,0.01,0.04,0.35,0.43
,,,,,,,
-0.03,-0.15,33,33,0.04,0.04,0.36,0.43
,,,,,,,
-0.04,0,31,25,0.02,0.04,0.36,0.44
,,,,,,,
-0.04,-0.01,40,28,0.02,0.05,0.36,0.44
,,,,,,,
-0.04,-0.01,28,28,0.04,0.04,0.37,0.45
,,,,,,,
-0.04,-0.01,32,32,0.04,0.04,0.37,0.45
,,,,,,,
-0.04,-0.02,29,29,0.02,0.02,0.37,0.45
,,,,,,,
-0.04,-0.02,33,28,0,0.01,0.37,0.46
,,,,,,,
-0.04,-0.03,25,30,0.01,0,0.37,0.46
,,,,,,,
-0.04,-0.03,27,21,0.01,0.02,0.37,0.46
,,,,,,,
-0.04,-0.04,36,36,0,0,0.37,0.46
,,,,,,,
-0.05,-0.04,17,17,0.01,0.01,0.38,0.46
,,,,,,,
-0.04,-0.05,22,22,0,0,0.38,0.46
,,,,,,,
-0.04,-0.05,19,19,0,0,0.38,0.46
,,,,,,,
-0.04,-0.06,16,16,0,0,0.38,0.46
,,,,,,,
-0.05,-0.06,7,7,0,0,0.38,0.46
,,,,,,,
-0.05,-0.07,-14,-14,0,0,0.38,0.46
,,,,,,,
-0.06,-0.07,-49,-43,0,-0.01,0.38,0.46
,,,,,,,
-0.05,-0.08,-34,-34,-0.02,-0.02,0.37,0.46
,,,,,,,
-0.05,-0.08,-45,-45,-0.02,-0.02,0.37,0.45
,,,,,,,
-0.04,-0.09,-39,-33,0,-0.01,0.37,0.45
,,,,,,,
-0.04,-0.09,-34,-28,-0.01,-0.02,0.37,0.45
,,,,,,,
-0.04,-0.1,-35,-35,0,0,0.37,0.45
,,,,,,,
-0.04,-0.1,-30,-30,0,0,0.37,0.45
,,,,,,,
-0.04,-0.1,-28,-28,0,0,0.37,0.45
,,,,,,,
-0.04,-0.11,-29,-29,0,0,0.37,0.45
,,,,,,,
-0.04,-0.11,-33,-27,0,-0.01,0.37,0.45
,,,,,,,
-0.04,-0.12,-40,-40,0,0,0.37,0.45
,,,,,,,
-0.04,-0.12,-27,-27,-0.01,-0.01,0.36,0.45
,,,,,,,
-0.04,-0.13,-34,-34,0,0,0.36,0.45
,,,,,,,
-0.04,-0.13,-33,-27,0,-0.01,0.36,0.44
,,,,,,,
-0.04,-0.13,-42,-30,0,-0.02,0.36,0.44
,,,,,,,
-0.04,-0.14,-35,-29,-0.01,-0.02,0.36,0.44
,,,,,,,
-0.04,-0.14,-28,-34,-0.02,-0.01,0.36,0.44
,,,,,,,
-0.04,-0.15,-30,-30,-0.01,-0.01,0.36,0.44
,,,,,,,
-0.04,-0.15,-30,-24,0,-0.01,0.36,0.44
,,,,,,,
-0.04,-0.16,-27,-21,0,-0.01,0.36,0.44
,,,,,,,
-0.04,-0.16,-27,-27,0,0,0.36,0.44
,,,,,,,
-0.04,-0.16,-27,-27,0,0,0.36,0.44
,,,,,,,
-0.04,-0.17,-26,-26,0,0,0.36,0.44
,,,,,,,
-0.04,-0.17,-25,-25,0,0,0.36,0.44
,,,,,,,
-0.04,-0.18,-24,-24,0,0,0.36,0.44
,,,,,,,
-0.04,-0.18,-23,-23,0,0,0.36,0.44
,,,,,,,
-0.04,-0.18,-25,-25,0,0,0.36,0.44
,,,,,,,
-0.04,-0.19,-33,-33,0,0,0.36,0.44
,,,,,,,
-0.04,-0.19,-44,-33,0,-0.02,0.36,0.44
,,,,,,,
-0.04,-0.2,-31,-31,-0.02,-0.02,0.36,0.43
,,,,,,,
-0.04,-0.2,-43,-37,-0.01,-0.02,0.36,0.43
,,,,,,,
-0.04,-0.21,-34,-34,-0.02,-0.02,0.35,0.43
,,,,,,,
-0.04,-0.21,-34,-34,-0.02,-0.02,0.35,0.43
,,,,,,,
-0.04,-0.22,-27,-33,-0.02,-0.01,0.35,0.42
,,,,,,,
-0.04,-0.22,-31,-26,0,-0.01,0.35,0.42
,,,,,,,
-0.04,-0.22,-29,-24,0,-0.01,0.35,0.42
,,,,,,,
-0.04,-0.23,-23,-23,0,0,0.35,0.42
,,,,,,,
-0.03,-0.23,-17,-17,0,0,0.35,0.42
,,,,,,,
-0.03,-0.23,-5,-5,0,0,0.35,0.42
,,,,,,,
-0.03,-0.24,11,11,0,0,0.35,0.42
,,,,,,,
-0.03,-0.24,32,26,0,0.01,0.35,0.42
,,,,,,,
-0.03,-0.24,37,31,0.01,0.02,0.35,0.42
,,,,,,,
-0.03,-0.25,46,41,0.02,0.04,0.35,0.43
,,,,,,,
-0.04,0,32,26,0.01,0.02,0.35,0.43
,,,,,,,
-0.04,-0.01,41,29,0.02,0.05,0.35,0.43
,,,,,,,
-0.04,-0.01,39,39,0.02,0.02,0.36,0.44
,,,,,,,
-0.04,-0.01,32,26,0.01,0.02,0.36,0.44
,,,,,,,
-0.04,-0.02,27,33,0.02,0.01,0.36,0.44
,,,,,,,
-0.04,-0.02,29,24,0.01,0.02,0.36,0.44
,,,,,,,
-0.04,-0.03,25,25,0.01,0.01,0.36,0.45
,,,,,,,
-0.04,-0.03,20,20,0,0,0.36,0.45
,,,,,,,
-0.05,-0.04,0,0,0,0,0.36,0.45
,,,,,,,
-0.06,-0.04,-42,-36,0,-0.01,0.36,0.45
,,,,,,,
-0.05,-0.05,-36,-36,-0.04,-0.04,0.36,0.44
,,,,,,,
-0.05,-0.05,-44,-44,-0.02,-0.02,0.36,0.44
,,,,,,,
-0.04,-0.06,-29,-29,-0.02,-0.02,0.35,0.44
,,,,,,,
-0.04,-0.06,-30,-24,-0.01,-0.02,0.35,0.43
,,,,,,,
-0.03,-0.07,-15,-9,0,-0.01,0.35,0.43
,,,,,,,
-0.03,-0.07,3,3,0,0,0.35,0.43
,,,,,,,
-0.02,-0.07,46,46,0.02,0.02,0.35,0.43
,,,,,,,
-0.03,-0.08,29,35,0.04,0.02,0.35,0.44
,,,,,,,
-0.03,-0.08,39,33,0.04,0.05,0.36,0.44
,,,,,,,
-0.04,0,40,40,0.03,0.03,0.36,0.45
,,,,,,,
-0.04,0,29,29,0.02,0.02,0.37,0.45
,,,,,,,
-0.04,-0.01,31,25,0,0.01,0.37,0.45
,,,,,,,
-0.05,-0.01,16,16,0,0,0.37,0.45
,,,,,,,
-0.06,-0.02,-29,-29,0,0,0.37,0.45
,,,,,,,
-0.06,-0.03,-47,-47,-0.06,-0.06,0.36,0.45
,,,,,,,
-0.05,-0.03,-51,-51,-0.05,-0.05,0.36,0.44
,,,,,,,
-0.04,-0.04,-43,-43,-0.03,-0.03,0.35,0.44
,,,,,,,
-0.04,-0.04,-42,-42,-0.04,-0.04,0.35,0.43
,,,,,,,
-0.03,-0.05,-27,-17,0,-0.02,0.35,0.43
,,,,,,,
-0.03,-0.05,-15,-15,0,0,0.35,0.43
,,,,,,,
-0.02,-0.05,37,32,0,0.01,0.35,0.43
,,,,,,,
-0.02,-0.05,48,42,0.06,0.07,0.35,0.43
,,,,,,,
-0.02,-0.06,66,66,0.07,0.07,0.36,0.44
,,,,,,,
-0.03,-0.06,53,53,0.07,0.07,0.37,0.45
,,,,,,,
-0.04,0,44,44,0.07,0.07,0.37,0.46
,,,,,,,
-0.04,-0.01,41,35,0.05,0.06,0.38,0.47
,,,,,,,
-0.05,-0.01,28,28,0.04,0.04,0.38,0.47
,,,,,,,
-0.05,-0.02,26,26,0,0,0.39,0.47
,,,,,,,
-0.06,-0.02,-3,-3,0,0,0.39,0.47
,,,,,,,
-0.08,-0.03,-71,-71,-0.04,-0.04,0.39,0.47
,,,,,,,
-0.06,-0.04,-50,-50,-0.06,-0.06,0.38,0.46
,,,,,,,
-0.05,-0.04,-50,-45,-0.05,-0.06,0.37,0.46
,,,,,,,
-0.05,-0.05,-50,-50,-0.06,-0.06,0.36,0.45
,,,,,,,
-0.04,-0.05,-49,-37,-0.05,-0.07,0.36,0.44
,,,,,,,
-0.04,-0.06,-44,-44,-0.06,-0.06,0.35,0.44
,,,,,,,
-0.04,-0.06,-41,-41,-0.06,-0.06,0.35,0.43
,,,,,,,
-0.04,-0.06,-56,-50,-0.05,-0.06,0.34,0.42
,,,,,,,
-0.04,-0.07,-57,-57,-0.08,-0.08,0.33,0.42
,,,,,,,
-0.04,-0.07,-64,-64,-0.09,-0.09,0.32,0.4
,,,,,,,
-0.04,-0.08,-65,-59,-0.11,-0.12,0.31,0.39
,,,,,,,
-0.04,-0.08,-76,-64,-0.09,-0.12,0.3,0.38
,,,,,,,
-0.04,-0.09,-76,-71,-0.1,-0.11,0.29,0.37
,,,,,,,
-0.03,-0.09,-82,-76,-0.09,-0.11,0.28,0.35
,,,,,,,
-0.03,-0.09,-72,-77,-0.12,-0.11,0.26,0.34
,,,,,,,
-0.03,-0.1,-73,-73,-0.11,-0.11,0.25,0.33
,,,,,,,
-0.03,-0.1,-64,-64,-0.11,-0.11,0.24,0.31
,,,,,,,
-0.02,-0.1,-67,-61,-0.09,-0.1,0.23,0.3
,,,,,,,
-0.03,-0.11,-85,-80,-0.08,-0.09,0.22,0.29
,,,,,,,
-0.02,-0.11,-52,-57,-0.06,-0.05,0.21,0.28
,,,,,,,
-0.02,-0.11,-59,-53,-0.07,-0.08,0.2,0.27
,,,,,,,
-0.02,-0.11,-53,-43,-0.04,-0.06,0.19,0.26
,,,,,,,
-0.01,-0.11,-41,-35,-0.04,-0.05,0.19,0.26
,,,,,,,
0.01,-0.11,48,37,-0.02,0,0.18,0.25
,,,,,,,
0.28,0.02,300,300,0.41,0.28,0.21,0.27
,,,,,,,
0.41,0.06,300,300,0.49,0.41,0.27,0.32
,,,,,,,
0.64,0.11,300,300,0.38,0.53,0.33,0.38
,,,,,,,
1.05,0.14,300,300,0.22,0.56,0.34,0.4
,,,,,,,
1.53,0.14,300,300,0.22,0.56,0.34,0.4
,,,,,,,
1.48,0.14,300,300,0.22,0.56,0.34,0.4
,,,,,,,
1.48,0.14,300,300,0.22,0.56,0.34,0.4
,,,,,,,
1.48,0.14,300,300,0.22,0.56,0.34,0.4
,,,,,,,
1.48,0.14,300,300,0.22,0.56,0.34,0.4
